naziv,stanje,cena
Lezaj QJ 208 MPA FAG,2,4610
Lezaj QJ 209 MPA FAG,1,4850
Lezaj QJ 212 MPA FAG,2,9090
Lezaj QJ 226 FAG     ,1,73881
Lezaj QJ 228 FAG,1,29730
Lezaj kugl. QJ 228  -      ,1,91590
Lezaj QJ 312 M FAG,7,6100
Lezaj QJ 1012 MPA FAG,2,14950
Lezaj SCE 108 INA,27,350
Lezaj SCE 228 INA,5,850
Lezaj KR 19 PP A INA,14,3065
Lezaj KR 47 PP INA,2,7375
Lezaj KRV 62 PPA INA,4,9895
Lezaj K 8x11x10 INA,1,260
Lezaj K 8x12x10 INA,1,290
Lezaj K 10x13x10 TN INA,2,260
Lezaj K 10x14x10 INA,5,310
Lezaj K 10x14x13 INA,11,310
Lezaj K 10x16x12 INA,1,460
Lezaj K 12x15x13 INA,5,330
Lezaj K 14x18x15 INA,6,410
Lezaj K 14x20x12 INA,14,570
Lezaj K 15x18x17 INA,12,500
Lezaj K 15x21x15 INA,356,570
Lezaj K 16x20x10 INA,10,250
Lezaj K 16x20x17 INA,14,410
Lezaj K 16x22x12 INA,11,560
Lezaj K 16x22x20 INA,1,650
Lezaj K 18x22x13 INA,1,470
Lezaj K 18x22x17 INA   ,1,430
Lezaj K 20x26x13 INA,2,670
Lezaj K 20x28x20 INA,2,790
Lezaj K 22x26x10 INA,1,410
Lezaj K 22x26x17 INA,5,615
Lezaj K 22x29x16 INA,5,500
Lezaj K 25x29x13 INA,5,450
Lezaj K 25x30x20 INA,2,650
Lezaj K 25x33x20 INA,4,840
Lezaj K 25x35x30 INA,4,2000
Lezaj K 26x30x22 INA,2,910
Lezaj K 30x35x17 INA,5,550
Lezaj K 38x43x17 INA,2,1000
Lezaj K 40x45x17 INA,8,640
Lezaj K 40x47x20 INA,4,880
Lezaj K 40x48x20 INA,38,1060
Lezaj K 42x47x17 INA,2,715
Lezaj K 45x50x17 INA,6,760
Lezaj K 45x50x27 INA,5,1020
Lezaj K 45x53x21 INA,5,1395
Lezaj K 45x53x28 INA,2,1440
Lezaj K 45x59x18 TN INA,19,1820
Lezaj K 47x52x17 INA,2,900
Lezaj K 50x57x18 INA,5,1220
Lezaj K 50x58x25 INA,6,1440
Lezaj K 70x78x30 INA,2,2690
Lezaj K 70x80x30 INA,2,2965
Lezaj K 75x83x23 INA,2,2990
Lezaj F 91916 INA,2,1820
Lezaj HK 0408 INA,20,280
Lezaj HK 0509 INA,17,270
Lezaj HK 0608 INA,10,270
Lezaj HK 0609 INA,12,270
Lezaj HK 0709 INA,25,270
Lezaj HK 0808 INA,27,280
Lezaj HK 0810 INA,11,280
Lezaj HK 0908 INA,16,280
Lezaj HK 0910 INA,28,280
Lezaj HK 0912 INA,14,280
Lezaj HK 1010 INA,6,280
Lezaj HK 1012 INA,15,300
Lezaj HK 1210 INA,3,300
Lezaj HK 1212 INA,4,310
Lezaj HK 1214 RS INA,1,400
Lezaj HK 1216 INA,9,480
Lezaj HK 1312 INA,8,320
Lezaj HK 1412 INA,24,330
Lezaj HK 1512 INA,5,330
Lezaj HK 1516 INA,9,350
Lezaj HK 1522 INA,2,430
Lezaj HK 1612 INA,20,340
Lezaj HK 1614 INA,7,470
Lezaj HK 1616 INA,13,360
Lezaj HK 1712 INA,12,360
Lezaj HK 1812 INA,8,360
Lezaj HK 1816 INA,15,390
Lezaj HK 2012 INA,11,370
Lezaj HK 2016 INA,4,400
Lezaj HK 2030 INA,9,610
Lezaj HK 2212 INA,2,460
Lezaj HK 2216 INA,12,420
Lezaj HK 2220 INA,13,460
Lezaj HK 2512 B INA,2,410
Lezaj HK 2516 INA,6,440
Lezaj HK 2520 INA,23,470
Lezaj HK 2526 INA,7,540
Lezaj HK 2538 INA,8,750
Lezaj HK 2820 INA,13,500
Lezaj HK 3012 INA,5,450
Lezaj HK 3016 INA,180,500
Lezaj HK 3020 INA,13,530
Lezaj HK 3026 INA,11,610
Lezaj HK 3038 INA,84,850
Lezaj HK 3512 INA,14,540
Lezaj HK 3516 INA,1,590
Lezaj HK 3520 INA,24,620
Lezaj HK 4020 INA,24,750
Lezaj HK 4520 INA,25,860
Lezaj HK 5020 HLA INA,4,1060
Lezaj HK 5025 INA,4,1070
Lezaj HK 5520 INA,2,1020
Lezaj BA 1416,3,1320
Lezaj B 3016,4,1450
Lezaj NK 6/12 INA,10,770
Lezaj NK 8/12 INA,10,770
Lezaj NK 9/12 INA,6,800
Lezaj NK 10/12 INA,4,
Lezaj NK 16/16 INA,3,960
Lezaj NK 17/16 INA,1,990
Lezaj NK 18/16 INA,4,970
Lezaj NK 18/20 INA,64,1140
Lezaj NK 20/20 INA,1,1200
Lezaj NK 25/16 INA,1,1260
Lezaj NK 25/20 INA,8,1420
Lezaj NK 30/30 INA,2,1730
Lezaj NK 32/20 INA,2,1540
Lezaj NK 37/30 INA,2,2080
Lezaj NK 42/20 INA,1,1940
Lezaj NK45/30 INA,2,2560
Lezaj NK 50/25 INA,1,2335
Lezaj NK 50/35 INA,2,3060
Lezaj NK 55/35 INA,2,3550
Lezaj NK 60/35 INA,2,4050
Lezaj NK 65/25 INA,2,3760
Lezaj NK 75/25 INA,2,5430
Lezaj NKI 9/12 INA,6,1120
Lezaj NKI 15/16 INA,5,1365
Lezaj NKI 17/16 INA,10,1580
Lezaj NKI 20/16 INA,4,1680
Lezaj NKI 20/20 INA,7,1900
Lezaj NKI 22/20 INA,5,2000
Lezaj NKI 25/20 INA,6,2060
Lezaj NKI 25/30 INA   ,10,2360
Lezaj NKI 28/30 INA ,6,2580
 Lezaj NKI 30/20 INA,8,2180
Lezaj NKI 35/20 INA,7,2560
Lezaj NKI 35/30 INA,2,3280
Lezaj NKI 38/20 INA,3,2810
Lezaj NKI 40/20 INA,2,2980
Lezaj NKI 50/25 INA,1,4130
Lezaj NKI 70/25 INA,1,7940
Lezaj NKI 90/26 INA,10,14170
Lezaj NKS 30 INA,1,2330
Lezaj NKIS 20 INA,9,2565
Lezaj NKIS 35 INA,2,4580
Lezaj NATR 10 PP INA,4,2900
Lezaj NATR 20 PP INA,2,4515
Lezaj NATR 25 PP INA,6,4950
Lezaj NATR 30 PP INA,5,6000
Lezaj NUKR 40 A INA,6,6125
Lezaj NUTR 2562 A INA,2,6125
Lezaj NKXR 30 INA,1,7310
Lezaj ZKLF 3080 2RS PE,4,28200
Lezaj NUTR 30 A INA,2,6125
Lezaj NKIB 5902 INA,6,3240
Lezaj NKIB 5912 INA,5,14820
Lezaj NKIA 5904 INA,5,3120
Lezaj NKIA 5906 INA,2,3030
Lezaj HCS 1616 INA,1,2580
Lezaj KH 1228  PP INA,10,1420
Lezaj KH 1630 PP INA,2,1615
Lezaj KH 2030 PP INA,6,1780
Lezaj 203 KRR AH02,8,1420
Lezaj KH 3050 PP INA,15,2520
Lezaj KH 5070 PP INA,6,3227
Lezaj KBO 16 PP AS INA,10,6220
Lezaj KBO 20 INA,2,5810
Lezaj KBO 30 PP INA,4,9455
Lezaj RPNA 30/47 INA,1,3550
Lezaj RPNA 40/55 INA,4,
Lezaj 943/30 GPZ,1,1008
Lezaj 943/40 GPZ,1,1210
Lezaj ZARN 2052 TV A INA,3,32990
Lezaj AXK 1024 INA,6,210
Lezaj AXK 1528 INA,10,210
Lezaj AXK 1730 INA,2,220
Lezaj AXK 2035 INA,16,230
Lezaj AXK 2542 INA,17,250
Lezaj AXK 3047 INA,10,280
Lezaj AXK 3552 INA,10,320
Lezaj AXK 4060 INA,14,350
Lezaj AXK 4565 INA,15,410
Lezaj AXK 5070 INA,11,470
Lezaj AXK 5578 INA,5,540
Lezaj AXK 6085 INA,11,650
Podlo{ka AS 1024 INA,15,55
Podlo{ka AS 1528 INA,1,55
Podlo{ka AS 2035 INA,19,55
Podlo{ka AS 2542 INA,8,70
Podlo{ka AS 3047 INA,20,80
Podlo{ka AS 3552 INA,30,90
Podlo{ka AS 4060 INA,19,150
Podlo{ka AS 4565 INA,7,150
Podlo{ka AS 5070 INA,10,170
Podlo{ka AS 5578 INA,10,190
Podlo{ka AS 6085 INA,3,230
Podlo{ka LS 3552 INA,10,525
Lezaj AXK 80105 INA,10,1710
Lezaj AXK 90120 INA,5,2250
Podlo{ka AS 80105 INA,14,460
Podlo{ka AS 90120 INA,10,660
"^aura IR 20x25x20,5",14,590
"^aura IR 25x30x20,5 INA",22,660
"^aura IR 25x30x26,5 INA",5,830
"^aura IR 30x35x20,5 INA",16,740
^aura IR 32x40x36,10,1100
"^aura IR 35x40x20,5",10,850
"^aura IR 40x45x20,5",7,940
^aura IR 40x45x30,7,1330
^aura IR 140x155x35,1,9250
Lezaj MR 63 ZZ MOS,7,432
Lezaj MR 148 ZZ MOS,4,565
Lezaj L 30 -,3,1120
Lezaj BT1 0084/Q SKF,1,9750
Zglobna glava SALKAC 12,1,600
Lezaj TMB 215X2/78 NTN,3,13512
Lezaj 36X/35BC,1,710
Lezaj 38A/35BC,1,990
Lezaj ML 5008 - MR 85 ZZ MOS,2,600
Lezaj BTH 1011 AB SKF,1,7900
Lezaj BTH 1024 C *-F 15187 SKF,1,7775
Lezaj BTH 1053 B SKF,1,14644
Lezaj BTH 1219 AB SKF,2,12890
Lezaj 633089 ,5,314
Lezaj 639175 ,1,360
Lezaj XC06536/JXC06536 TIMKEN,1,3808
Lezaj GB 10721 SO3 SNR,1,3210
Lezaj AB 12323 N RS SNR,1,950
Lezaj GB 12438 SNR,1,2397
Lezaj AB 12573 S01 SNR,2,2245
Lezaj F 16202 PFI,4,6955
Lezaj N 40000 S04H100 SNR,1,3860
Lezaj AB 40019 S07 SNR,1,2665
Le`aj GB 40250 SO1 SNR,1,4140
Lezaj GB 40574 SNR,1,1950
Lezaj FC 40784 SNR,1,9700
Lezaj AB 41386 SNR,1,1700
Lezaj 60/22 2RS ,3,1260
Lezaj 60/32 2RS ,2,1900
Lezaj RMS 13 -,2,1120
Lezaj RMS 14 -,2,1120
Lezaj MRC 113 S,2,3500
Lezaj RLS 16 -,2,1120
Lezaj RLS 20 C3,2,4500
Lezaj 62/16 2RS ,12,390
Lezaj 62/22,7,480
Lezaj 62/22/23,3,1200
Lezaj 62/28 2RS ,2,1320
Lezaj 62/32 2RS ,1,2175
Lezaj 62304 2RS/17  B 17-123 ,3,1500
Lezaj MS 13 -,1,1120
Lezaj LS 16 AC -,1,1120
Lezaj 63/22 2RS ,1,1925
Lezaj 63/28 2RS ,2,2260
Lezaj 63/32 ,1,2150
Lezaj 63/32 2RS NR,1,2765
Lezaj 6305/22 ,5,1333
Lezaj 67512 ,1,1848
Lezaj 90233XB/VQ045,2,2560
Lezaj 09067/195,3,
Lezaj 09067/195 -,70,450
Lezaj LM 102949/M 102910,2,1663
Lezaj LM 102949/M 102910 -,1,1663
Lezaj JLM 104948/LM 104910,2,2200
Lezaj 108710,8,991
Lezaj KLM 11749/LM11710 FAG,24,800
Lezaj KLM 11749/LM11710 -   ,72,350
Lezaj KLM 11949/LM11910 FAG        ,16,950
Lezaj 12175/12303,1,5230
Lezaj 12580/12520,1,3678
Lezaj KM12649/M12610 FAG    ,44,1200
Lezaj KM12649/M12610 -     ,8,450
Lezaj KLM 12749/LM12710 FAG  ,9,1400
Lezaj KLM 12749/LM12710 - ,27,450
Lezaj KLM 12749/LM12711 FAG,16,2223
Lezaj 14138A/14276,1,3385
Lezaj W 206 PP-530206,3,797
Lezaj 16150/16284,1,3950
Lezaj DG1742RSC3 ,1,2000
Lezaj  B 17-126,2,2835
Lezaj B 17-127 D,1,2185
Lezaj 18590/18520,1,2883
Lezaj SCO461CS24PX2/3A,1,1950
Lezaj JM 207049/207010,1,4920
Lezaj KHM 215249/HM 215210 FAG,4,5280
Lezaj KHM 218248/HM 218210 FAG,5,8530
Lezaj HM 220149/HM 220110,1,10110
Lezaj F-220469 INA,5,2680
Lezaj BC1B 246747 ,1,10657
Lezaj 25580/25520 ,2,2415
Lezaj 2788/2720,1,2440
Lezaj DAC 286142,1,4743
Lezaj KLM 29749/LM 29710,16,2184
Lezaj KLM 300849/LM300811,2,1750
Lezaj DAC 305532 PFI,2,5175
Lezaj 309726,2,1320
Lezaj 31593/31520,2,6014
Lezaj 316254,1,1800
Lezaj BC1B 322722 SKF,5,9436
Lezaj BT1B 328227 A/Q SKF,2,2070
Lezaj BT1B 328286 SKF,2,8538
Lezaj BT1B 328612 SKF,1,2150
Lezaj RBT1B 328915/Q SKF,1,4267
Lezaj 33281/33462.,1,4766
Lezaj 33281/33462,3,8176
Lezaj 33281/33472,1,5725
Lezaj 33889/33822  ASF,1,4680
Lezaj 33891/33821,4,4318
Lezaj 33895/33822,1,6154
Lezaj 353115 ,1,4484
Lezaj 353263 ,10,7734
Lezaj 3578/3525,2,1900
Lezaj 361914,1,1800
Lezaj 3780,17,1500
Lezaj 3780/3145,2,3000
Lezaj 39590/39520,1,6525
Lezaj 3977/3920,1,10750
Le`aj JF4049/JF4010 TIM,2,3470
Lezaj 40x68x37,1,1154
Lezaj 4154472 UTL,2,2173
Lezaj 4154870 UTL,3,2170
Lezaj BB1B 420205 SKF,8,1848
Lezaj 442327 N ,1,1064
Lezaj KL 44649/L44610,22,801
Lezaj KL 44649/L44610 -,75,381
Lezaj BB1B 446740 SKF,3,2450
Lezaj JW 4549/JW 4510 TIMKEN,1,6549
Lezaj 462/453 ,1,2000
Lezaj 462/453 X - ,5,1650
Lezaj 462/453 X  -,1,4115
Lezaj 47490/47420,1,6590
Lezaj 48286,2,1500
Lezaj 48286/48220   ,1,3000
Lezaj KLM 48548/LM48510 FAG ,13,1750
Lezaj KLM 48548/LM48510 -   ,14,525
Lezaj 500636 ,11,3125
Lezaj 500638,2,1800
Lezaj KLM 501349/LM501310 FAG,6,1700
Lezaj KLM 501349/LM501314 FAG,1,2206
Lezaj 502998 ,5,4602
Lezaj KLM 503349/LM503310 FAG,5,2700
Lezaj 506773 FAG,4,1900
Lezaj 509043 FAG,2,2900
Lezaj 509333-F15082,3,6369
Lezaj 510148 B FAG,2,4560
Lezaj 511134 FAG,2,8895
Lezaj 511135 FAG,6,1680
Lezaj 512392 FAG,8,5002
Lezaj 512533 FAG,2,2873
Lezaj 515280 FAG,2,9986
Lezaj 518713 FAG,10,8333
Lezaj 518772A -,123,400
Lezaj 518772A FAG,2,950
Lezaj 518995 FAG,4,5197
Lezaj 522380 FAG,6,3960
Lezaj 524033 FAG,5,3807
Lezaj 524850 FAG,2,6209
Lezaj 524851 A FAG,2,6664
Lezaj 524884 FAG,2,6266
Lezaj 526385 FAG,5,5734
Lezaj 527140 B FAG,2,1900
Lezaj 528546 FAG,2,2834
Lezaj 528942 FAG,2,2223
Lezaj 528983 FAG,1,8030
Lezaj 529065  FAG,4,9485
Lezaj 529084 D FAG,5,22176
Lezaj 531068 FAG,2,5953
Le`aj 533449 FAG,2,4270
Lezaj 536093 FAG,10,12277
Lezaj 536906 C FAG,1,1630
Lezaj 538367 D FAG,6,3780
Lezaj 539815 FAG,5,23556
Lezaj 540484 ,13,360
Lezaj 540484 FAG,18,1125
Lezaj 540733 ,1,1154
Lezaj 540733 CA FAG,2,2330
Lezaj 541521 C FAG,1,3800
Lezaj 544307 D FAG,1,2170
Lezaj 545495 FAG,6,2980
Lezaj 546268 FAG,2,21666
Lezaj 546467 FAG,1,2725
Lezaj 547103 E FAG,3,3750
Lezaj 548083 FAG,2,2955
Lezaj 548395 FAG,1,3289
Lezaj 554/552 A,1,3500
Lezaj F 55927 * NK 50x65x17,18,1518
Lezaj 561388 FAG,3,2895
Lezaj 561447 FAG,4,2883
Lezaj 561948 FAG,6,6948
Lezaj 562398 A FAG,2,3120
Lezaj 563809 FAG,4,9873
Lezaj 56425/56650 FAG,1,16160
Lezaj 564725 AB FAG,2,3315
Lezaj 565592 FAG,10,2705
Lezaj 566096 FAG,6,4144
Lezaj 566719 FAG,1,3240
Lezaj 566997 C FAG,11,1114
Lezaj 567171 FAG,2,41198
Lezaj 567447 B FAG,2,3850
Lezaj 572506 E FAG,6,4990
Lezaj 574566 B FAG,2,12277
Lezaj 574821 FAG,8,1288
Lezaj 575725 FAG,1,7020
Lezaj 576582 FAG,1,7200
Lezaj 576681 FAG,2,6499
Lezaj 580191 FAG,5,3653
Lezaj 580400 FAG,10,1950
Lezaj 580486 FAG,5,3528
Lezaj 581010 A FAG,6,2500
Lezaj 593/592 FAG,1,5950
Lezaj LM 603049/LM 603011 ,2,2495
Lezaj 609996 ,8,1500
Lezaj 616073 -,6,1970
Lezaj 630632 ,8,1150
Lezaj 633280 ,5,1375
Lezaj BAHB 633313 SKF,3,1565
Lezaj 635251,1,1040
Lezaj BA2B 636108-VKM 22385,4,3740
Lezaj K 6386/K 6320,1,12690
Lezaj 639058 ,1,1645
Lezaj 639154 ,1,1200
Lezaj 639194-F15023,1,1700
Lezaj 639209 -,1,1064
Lezaj 64450/64701 ,1,13877
Lezaj 663/653 ,1,8113
Lezaj KLM 67048/LM67010 FAG,11,1440
Lezaj KLM 67048/LM67010 -,6,450
Lezaj 67885/67820,1,11500
Lezaj KL 68149/L 68110 FAG,7,1440
Lezaj KL 68149/L 68110 ,26,450
Lezaj KL 68149/L68111,2,1640
Lezaj 687/672,1,10910
Lezaj JL 69349/JL69310,4,1640
Lezaj JM 720249/JM 720210,1,14476
Lezaj 800179 FAG,7,6542
Lezaj 800941 FAG,12,3707
Lezaj 801023 FAG,1,3100
Lezaj 801136 FAG,10,2920
Lezaj 801344 FAG,1,7959
Lezaj 801400 A FAG,1,10942
Lezaj 801777 FAG,5,2901
Lezaj 801785 FAG,2,13446
Lezaj 803199 FAG,4,5538
Lezaj 803631 FAG,10,4967
Lezaj 803640 FAG,3,5452
Lezaj 805409 B FAG,5,5664
Lezaj 805621 FAG,5,4609
Lezaj F 805949 ,1,2950
Lezaj 806078 FAG,5,1100
Lezaj KLM 806649/LM 806610 FAG,15,3200
Lezaj 806672,1,1500
Lezaj HM 807046/010,1,5990
Lezaj HM 807048/HM 807010,2,7879
Lezaj 807943 FAG,1,1574
Lezaj JM 822049/JM 822010   ,5,12355
Lezaj M 84548/84510,2,1765
Lezaj M 86643/M 86610 FAG,1,3355
Lezaj KM 86649/M 86610 FAG,2,2100
Lezaj M 88043/88010 FAG,1,1950
Lezaj M 88048/M 88010 B FAG,1,2520
Lezaj HM 88542/HM 88510 FAG,1,3150
Lezaj HM 88547/88510 FAG,2,3980
Lezaj HM 88648/HM 88610 FAG,1,2740
Lezaj KHM 88649/HM 88610 FAG,6,2475
Lezaj 888103,2,950
Lezaj HM 89446/HM 89410 NTN,1,3240
Lezaj KHM 89449/HM 89410 FAG,1,2890
Lezaj BAH 0011 D SKF,3,5391
Lezaj BAH 5001 A SKF,2,3900
Lezaj MU 1204 UM SNR,2,2100
Lezaj MU 1309 TM KOYO,1,12135
Lezaj BB1-3036 SKF,2,985
Lezaj BB1-3055 B SKF,1,1800
Lezaj BB1-3056 C SKF,1,1990
Lezaj BB1-3096 SKF,2,2285
Lezaj NP 428874/NP108329,1,4125
Lezaj NP 460743//NP266185,2,2945
Lezaj NP 505911/NP068792,2,4130
Lezaj NP 683345/NP119178,2,4415
Lezaj NP 692714/NP157462,1,4425
Lezaj NP 718852/NP022178,2,1560
Lezaj NP 854792/NP430273,1,2810
Lezaj NP 868033/NP666556,2,2655
Lezaj NP 925485/NP571239 ,2,3115
Lezaj 13C/11BC,2,1620
Lezaj 14C/11BC,1,2285
Lezaj VKT 1000-BB1 3155 D,1,6985
Lezaj T-113 ,1,1200
Lezaj T-126 ,5,730
Lezaj T-163 ,12,3979
Lezaj T-199 W ,1,2895
Lezaj 6+5 BC-AS,2,2030
Lezaj 6 CE+5 BC-AS,2,1410
Lezaj 877907,1,544
Lezaj 977907,1,358
Lezaj 987910,1,2778
Lezaj F 31842,3,963
Lezaj 98206              ,2,325
Lezaj SL 13,2,1810
Lezaj SL 11,10,1810
Lezaj SL 20,4,1640
Lezaj 15123/15245 -        ,131,550
Lezaj 15123/15245 ,18,1811
Lezaj SL 18 3010,2,6590
Lezaj DRUK 306775 ,1,2640
Lezaj DRUK 555.24.010,1,2453
Lezaj DRUK 560.04.010,3,2554
Lezaj DRUK  CT 1310,2,3500
Lezaj 852903/922205 K,2,930
Lezaj SL 18 2206 INA,5,7440
Lezaj SL 18 2210  A INA,5,11010
Lezaj SL 18 5010 INA,2,13795
Lezaj SL 04 5013 PP INA,2,16980
Lezaj SL 04 5016 PP -,1,23425
"Iglica 4x29,8",272,22
Krstak 22x55,2,1845
Krstak 27x75,2,2235
"Kuglica fi 3,175",20,
"Kuglica fi 5,000",30,
"Kuglica fi 6,350",170,3
"Kuglica fi 17,000",24,60
Mazalica 613-AM 6        ,981,18
Mazalica 45'-AM 6        ,45,25
Mazalica 90'-AM 6        ,20,25
Mazalica 613-AM 8        ,2687,20
Mazalica 45'-AM 8        ,45,25
Mazalica 90'-AM 8        ,20,25
Mazalica 613 AM 10,44,22
Mazalica 45'-AM 10        ,47,25
Mazalica 90'-AM 10        ,15,25
Lezaj klime 30x47x12,4,
Lezaj klime 32x55x23,1,2500
Lezaj klime 35x52x20,5,2500
Lezaj klime 35x52x22,7,2500
Lezaj klime 35x55x20,4,2500
Lezaj klime 38x54x17,1,2500
Lezaj klime 40x57x24,4,
"Lezaj klime 40x62x20,5/24",2,
Lezaj klime 40x62x24,1,2750
Lezaj klime 40x66x24,2,2500
Set VKBA 1319 SKF,1,4680
Set VKBA 1366 SKF,1,3203
Set VKBA 1458-KV 108 ASF,1,9634
Set VKBA 3413 SKF,3,2957
Set VKBA 3414 SKF,3,3573
Set VKBA 3456 SKF,1,7991
Set VKBA 3536 SKF,1,6216
Set VKBA 3614 SKF,1,3600
Set VKBA 3642 SKF,1,12522
Lezaj GIKR 14 PB INA,2,3595
Lezaj GE 15 DO,5,910
Lezaj GE 20 DO 2RS *,14,1440
Lezaj GIKR 20 PB INA,2,5460
Lezaj GE 25 ES         ,3,375
Lezaj GE 25 DO 2RS INA,19,1600
Lezaj GE 30 DO 2RS INA,20,1820
Lezaj GE 35 HO,2,1814
Lezaj GE 35 DO 2RS ,2,2220
Lezaj GE 40 DO 2RS ELGES,14,2660
Lezaj GE 42 ES 2RS,2,680
Lezaj GE 45 DO 2RS INA,12,3080
Lezaj GE 50 ES 2RS,5,1000
Lezaj GE 50 DO 2RS INA,19,3880
Lezaj GE 60 DO 2RS INA,3,5950
Lezaj GE 70 DO 2RS ELGES,4,8800
Lezaj GE 100 DO 2RS INA,2,17930
Lezaj GEH 20 ES 2RS,6,730
Lezaj GEH 25 ES 2RS,3,740
Lezaj GEH 25 ES 2RS INA,11,2060
Lezaj GEH 30 ES 2RS INA,3,2785
Lezaj GEH 35 ES 2RS INA,4,3380
Lezaj GEH 40 ES 2RS INA,7,4120
Lezaj GEH 45 ES 2RS INA,2,4740
Lezaj GEH 50 ES 2RS INA,6,7920
Lezaj GEH  60 ES  2RS INA,2,11475
Lezaj GE 30 SW INA,2,5370
Lezaj GE 110 FO 2RS ELGES,2,46650
